password,has lowercase,has uppercase,has special character,length,strength
^8/K,False,True,True,4,0
"+1`07i""V&he",True,True,True,11,2
JZ>?*H%,False,True,True,7,1
0=7[w[ne}19+34G#,True,True,True,16,2
"""\.1G#H",False,True,True,7,1
H}8,False,True,True,3,0
7E(b6kG,True,True,True,7,1
'w&xmIm'C!Co=,True,True,True,13,2
&q+I,True,True,True,4,0
"/'Q/L2Oz,map""",True,True,True,13,2
Z1I,False,True,False,3,0
p:z_P,True,True,True,5,0
SkuFmcwK[Lr,True,True,True,11,2
(uawHY*8[oX1!aT,True,True,True,15,2
#V`RHwrMXQ}S,True,True,True,12,2
0V$uKt,True,True,True,6,1
"=.iM,*_j",True,True,True,8,2
6gAH(qU{Rg07,True,True,True,12,2
ned/;Q,True,True,True,6,1
<v5,True,False,True,3,0
nNU}c%pudR?eZ,True,True,True,13,2
%W6x'hr;/Dooax`r,True,True,True,16,2
2z\,True,False,True,3,0
Jj*s|hM.2&{)WV-],True,True,True,16,2
2]=SA(Z7\,False,True,True,9,1
Qu),True,True,True,3,0
c7O;?]uEU,True,True,True,9,2
"bAog,_6Ih*(",True,True,True,11,2
50|&P8mCs,True,True,True,9,2
q:EPb(,True,True,True,6,1
nnW7\<6\ky,True,True,True,10,2
pQpT>_O4RqJ@h3U1,True,True,True,16,2
lO'^mH_[N5M}sXZ,True,True,True,15,2
<cvmp0f#t,True,False,True,9,1
b=:}]io@2s?,True,False,True,11,1
YyM<4*0$El8,True,True,True,11,2
>&Vmw,True,True,True,5,0
4g3,True,False,False,3,0
!&l6'DJ,True,True,True,7,1
"V<b=.,yi[bp",True,True,True,11,2
JtnX>@HZPtg^HMrT,True,True,True,16,2
RFC,False,True,False,3,0
EAS,False,True,False,3,0
eNue2a?EDQn,True,True,True,11,2
j2f~0,True,False,True,5,0
Elx2^%/,True,True,True,7,1
]p2O:Gz-,True,True,True,8,2
"""L+n:&*CN^lbTL8",True,True,True,15,2
kec&T%fidqVOB^i3,True,True,True,16,2
=;-BeSL^},True,True,True,9,2
sT+,True,True,True,3,0
cN>{U5l/>\ia*,True,True,True,13,2
"W+ni5-E}1UQnj""",True,True,True,14,2
q@-O(:Zk,True,True,True,8,2
"F/""~EH%j5;.o",True,True,True,12,2
{G.[iC*8C,True,True,True,9,2
"0""sIk/",True,True,True,6,1
S-30]S,False,True,True,6,1
~9'4pO2e7-,True,True,True,10,2
R]KI>,False,True,True,5,0
WcSS#L5,True,True,True,7,1
zf$,True,False,True,3,0
jZ2GToB}oE_,True,True,True,11,2
)fC_u-/qF*cN,True,True,True,12,2
xBjk9js[H;9\,True,True,True,12,2
%:bOz3NaRa&P,True,True,True,12,2
"4!z""n[|W#d1",True,True,True,11,2
o.cZ~0h~*K4m_m1,True,True,True,15,2
$\Z>7Jm}H.V3n,True,True,True,13,2
OWR|#T^:A,False,True,True,9,1
t[`pOkuV0$_z?I,True,True,True,14,2
$hjQIP'l,True,True,True,8,2
q+go*_!go5,True,False,True,10,1
GB.'8<,False,True,True,6,1
"8XXAo]?nY@;73""",True,True,True,14,2
"N,/",False,True,True,3,0
8c:=,True,False,True,4,0
'-eZW]f,True,True,True,7,1
"w*c""lH!",True,True,True,7,1
]SL:mgm(B!_(E&,True,True,True,14,2
"$*t8dm`{-D%2""",True,True,True,13,2
[*28iP,True,True,True,6,1
rg*V)nKd{Ie^1i-<,True,True,True,16,2
"x""'}'SS%",True,True,True,8,2
Tgg_C,True,True,True,5,0
9Qhg%z]vw*1~D,True,True,True,13,2
ycX}MU,True,True,True,6,1
F/a7=hVCR>j',True,True,True,12,2
}b$]9i`.Dq)cY78,True,True,True,15,2
ooG:KWX3t<,True,True,True,10,2
".P,",False,True,True,3,0
1oTx~n6,True,True,True,7,1
SX?I'S*J&pP),True,True,True,12,2
Mn1NL{f*;RVVavp,True,True,True,15,2
R9FEx,True,True,False,5,0
MR}ZM)X0),False,True,True,9,1
"(:eT6:""1",True,True,True,8,2
'aMNOC8_:$;E,True,True,True,12,2
K1a,True,True,False,3,0
vPKVm.CmbWo,True,True,True,11,2
.#Rp2=|b8i#,True,True,True,11,2
pmYy5hn,True,True,False,7,1
8)}D48,False,True,True,6,1
qT.7,True,True,True,4,0
"=K9(AOAhUU=V""<",True,True,True,14,2
41`*i`d=(!`,True,False,True,11,1
"&f~""Ap^,T",True,True,True,9,2
p^S*otKT)f?qWc1,True,True,True,15,2
tSn^Q&M:,True,True,True,8,2
"JxBw_/wp""",True,True,True,9,2
i0'|E,True,True,True,5,0
tO[.,True,True,True,4,0
"sZS^spK{,Q",True,True,True,10,2
jEhF]c(t,True,True,True,8,2
p=Rbut}gT),True,True,True,10,2
\lt.3Qi~b):v,True,True,True,12,2
]~cqb,True,False,True,5,0
Z(7odA>J.nr#b#I|,True,True,True,16,2
"ng>6OW_I[""mx]a",True,True,True,14,2
igvwm:,True,False,True,6,1
>~/',False,False,True,4,0
e~=,True,False,True,3,0
$^^e<W^dqWmWc~U~,True,True,True,16,2
f1s[In,True,True,True,6,1
u|A:=:;QL.:oO;|,True,True,True,15,2
$3>,False,False,True,3,0
E4rj8l<(R*,True,True,True,10,2
78!9KJ?\hi07rC`,True,True,True,15,2
#;^K-MZ-!;m,True,True,True,11,2
xHZ*V,True,True,True,5,0
"4cpFQu_""sGX",True,True,True,11,2
Hnn,True,True,False,3,0
"a""a2UDX",True,True,True,7,1
z&`y9\F_HmlTLM`,True,True,True,15,2
&s%h_P/gHg`D@(R4,True,True,True,16,2
Sb7$},True,True,True,5,0
"LClt7FG+z>Xu9,f",True,True,True,15,2
NXQ$Ug2tP~Ow,True,True,True,12,2
"h""`XIY",True,True,True,6,1
"s%qL~,g9",True,True,True,8,2
9u=C:_'~A[~L,True,True,True,12,2
onZ=A[,True,True,True,6,1
IG@],False,True,True,4,0
9z2tO|^DoS].t,True,True,True,13,2
&Hr!!GPMlvh648c/,True,True,True,16,2
h+~RO#$0:Txy,True,True,True,12,2
l//,True,False,True,3,0
rlOODGLO55m{-,True,True,True,13,2
[{Kb}_%?,True,True,True,8,2
"),XNhOPj4H",True,True,True,10,2
r%9!k,True,False,True,5,0
1>fEy|~}=,True,True,True,9,2
T3.,False,True,True,3,0
\Q>Dq,True,True,True,5,0
8_*&voF05|oW,True,True,True,12,2
U;4`s#9_5Ht*B'h,True,True,True,15,2
$F|Yi&FxA:~}`%\,True,True,True,15,2
RE%|mw,True,True,True,6,1
"K&{q,w}>RIgE?",True,True,True,13,2
"Wa""_jSV",True,True,True,7,1
i+eSRUaWYp,True,True,True,10,2
fi;KSKA,True,True,True,7,1
aMG-:6K.z,True,True,True,9,2
"W!<~ofY8wM,0K{~=",True,True,True,16,2
J0@IRY_(cr,True,True,True,10,2
tgYQ7f1L.,True,True,True,9,2
BFAw,True,True,False,4,0
u3fSe{nJM,True,True,True,9,2
"k$){""`$i]rm",True,False,True,11,1
"$CuojO""xd",True,True,True,9,2
.#nIGpMz'~^,True,True,True,11,2
u$L^(*'C_Jo`Y_,True,True,True,14,2
XUr3u.$U[Y+,True,True,True,11,2
\RFBe7cF;=y341][,True,True,True,16,2
)1Rn_,True,True,True,5,0
uS8rz$+]\qC9T(x,True,True,True,15,2
$k?V9^aU?Xe/c6?o,True,True,True,16,2
KKT]j=(N:jLp,True,True,True,12,2
"9?*8=$3^=d[[TB>""",True,True,True,16,2
U|?g<VW4Be#C`8OD,True,True,True,16,2
"BP?$,",False,True,True,5,0
0nO5gUl0J6,True,True,False,10,1
Uv$,True,True,True,3,0
#39~Mt7q,True,True,True,8,2
C\S/bAU][c[Q:u,True,True,True,14,2
"57{N>>G{yDE!/,",True,True,True,14,2
Sr</3t4&900Z,True,True,True,12,2
@qjtSbTbzT4wvxc0,True,True,True,16,2
8g?(BVJ)Zp~k0mt,True,True,True,15,2
-a'GxbMbS2?9({iq,True,True,True,16,2
Q|&U'!6q<bz#{i,True,True,True,14,2
]M>B5G,False,True,True,6,1
dm|<V@8n,True,True,True,8,2
bMG.Y1J46#,True,True,True,10,2
TcJ5V\J,True,True,True,7,1
/=1p(u),True,False,True,7,1
m)@z*`l,True,False,True,7,1
xiHWh)U({GuBZ',True,True,True,14,2
"\;ro8""",True,False,True,6,1
Vr+Xg95fn'fzGl<Y,True,True,True,16,2
J|[+W,False,True,True,5,0
"#zPM""W]",True,True,True,7,1
w*#j)'&,True,False,True,7,1
g/m@[{u<Wb,True,True,True,10,2
Fr{&4L,True,True,True,6,1
{Fx<sY,True,True,True,6,1
G[=AP<!5)n>]xSS,True,True,True,15,2
"U.-""*4WvQt,c[",True,True,True,13,2
\QSb4Sdu?mYbzgZ,True,True,True,15,2
"?~o-&""u]m'J*",True,True,True,12,2
g=r2Hm,True,True,True,6,1
oth,True,False,False,3,0
dTAG#W>IY[J,True,True,True,11,2
SjGoH8vz9:m,True,True,True,11,2
]Db8s3yr_5n`V;K,True,True,True,15,2
"j@:[P>{""9'b",True,True,True,11,2
"vF,eMjO*q_",True,True,True,10,2
F*ujK/7|,True,True,True,8,2
)02qU%LMq=,True,True,True,10,2
b`'Z0[%i,True,True,True,8,2
<$sl2,True,False,True,5,0
?Tw+]JW#9F3~.O,True,True,True,14,2
?FoL.,True,True,True,5,0
T#\d{A;,True,True,True,7,1
"i[QwQ""qj4t0](1",True,True,True,14,2
3Fu=)|:H,True,True,True,8,2
R*2Bw^-,True,True,True,7,1
\>W9,False,True,True,4,0
]z&T1fiQ3Ro,True,True,True,11,2
1`mCV,True,True,True,5,0
"q!8b"",ZJPR2@w&-",True,True,True,15,2
?<Q'y,True,True,True,5,0
OSDT,False,True,False,4,0
P|<M%#,False,True,True,6,1
fBsrqNSQy4I,True,True,False,11,1
i\/pD_:JP+jPE\,True,True,True,14,2
"K`,_$",False,True,True,5,0
vQ6*7rF(GtkU,True,True,True,12,2
"_P#n|J@hU<l,W^",True,True,True,14,2
G~UeDw8k,True,True,True,8,2
vB?WA,True,True,True,5,0
"K0T6,1x",True,True,True,7,1
mamZ.HxcMH5tu,True,True,True,13,2
Qr~i6\L?}I&h,True,True,True,12,2
qIwR,True,True,False,4,0
FvIqi=ecadMFAc6,True,True,True,15,2
Ga+]DjwKR,True,True,True,9,2
R?a,True,True,True,3,0
z6Bx;;&6Veu,True,True,True,11,2
pY1R!kJ34|m2c,True,True,True,13,2
k}7IY#,True,True,True,6,1
K.+<-J!s*>pYE,True,True,True,13,2
)e*A8r&\],True,True,True,9,2
C.H!Z<bRDpcv,True,True,True,12,2
@.KGGD,False,True,True,6,1
^Y_F~,False,True,True,5,0
}B4(fsB`k!K6,True,True,True,12,2
./?E-,False,True,True,5,0
^;kZ3,True,True,True,5,0
;&&Qo0V!,True,True,True,8,2
?wIf{VW,True,True,True,7,1
*JHU[yJCitz7,True,True,True,12,2
"?*,#2X>",False,True,True,7,1
PCoYc:>:ccyz}U,True,True,True,14,2
"uq*s""]<*",True,False,True,8,1
9S@\,False,True,True,4,0
Nb&5,True,True,True,4,0
'MbKtO,True,True,True,6,1
xb[.kE8llq{,True,True,True,11,2
)DC=Y,False,True,True,5,0
1Ssla<LJ_u,True,True,True,10,2
MYO7}*LH5GZCg{x,True,True,True,15,2
xKe5`K;yL06,True,True,True,11,2
PM\>>S0f;,True,True,True,9,2
4JFpTxMhSuXlW,True,True,False,13,1
HOud?qsvH(,True,True,True,10,2
XhLKuzr,True,True,False,7,1
OXtH,True,True,False,4,0
U5_kIGs_,True,True,True,8,2
Oo9%;+n)D,True,True,True,9,2
F_v&>vhI,True,True,True,8,2
"qw'5Z,x#Z",True,True,True,9,2
jp')A:5e<,True,True,True,9,2
ME]-~W*,False,True,True,7,1
w**{yp-V,True,True,True,8,2
!87(,False,False,True,4,0
siA$zYBYcAIS\,True,True,True,13,2
"&0""@o{M;::?Ms_U.",True,True,True,16,2
]Kn,True,True,True,3,0
kIP)rm4~FA8\>v*l,True,True,True,16,2
quZbv,True,True,False,5,0
-8YHU+A=,False,True,True,8,1
5McVU,True,True,False,5,0
_yOfM,True,True,True,5,0
/D3E#,False,True,True,5,0
Rmpm]?\j8FWl0+%{,True,True,True,16,2
~LL8,False,True,True,4,0
A::k&YrXg'qegy,True,True,True,14,2
q3}F3%w/9So[[!],True,True,True,15,2
"dF`R%6W""Q-",True,True,True,10,2
Yn>,True,True,True,3,0
i;Dzs&ZCa1i`1x),True,True,True,15,2
T@Hro&yR,True,True,True,8,2
1IpU=^/t,True,True,True,8,2
<}^1>UY6jMRp(l~h,True,True,True,16,2
5iwIshsyV|TxDO,True,True,True,14,2
1*z.4KT.,True,True,True,8,2
#_+_+)dz~GN,True,True,True,11,2
ptoC1N,True,True,False,6,1
gKiWWX,True,True,False,6,1
't?APm~{Or`5,True,True,True,12,2
Vd7,True,True,False,3,0
hN2e6&;p!,True,True,True,9,2
~8D#{,False,True,True,5,0
"HcxK39m,f6J",True,True,True,11,2
"&ee.,C%f6h7&y5*i",True,True,True,16,2
P>~7R2c.f3$*{,True,True,True,13,2
"(u53ubHT""",True,True,True,9,2
.>bR')vq<a,True,True,True,10,2
[OS7EcVr!u,True,True,True,10,2
X;<4^Lb&w,True,True,True,9,2
2ZE)eNs($4k,True,True,True,11,2
XD{?&Hbi,True,True,True,8,2
yDs#a#5tp,True,True,True,9,2
HqT1,True,True,False,4,0
"=aI)J,X~*",True,True,True,9,2
>EOQu&^Aiw!$6+,True,True,True,14,2
c-mrvd3uV)f<,True,True,True,12,2
S3Zido:,True,True,True,7,1
<RoK_wrUSNd+},True,True,True,13,2
aAGjI9,True,True,False,6,1
C$[/m=](,True,True,True,8,2
cR1,True,True,False,3,0
WCz^he,True,True,True,6,1
+C?U3F%WTy[a,True,True,True,12,2
"""<l\P",True,True,True,5,0
*cTs,True,True,True,4,0
Z+PNf.SiZ3G,True,True,True,11,2
N$$i$E^x33,True,True,True,10,2
]L!,False,True,True,3,0
>_1kkpq6R|8=V3,True,True,True,14,2
tZbc<C'~=,True,True,True,9,2
ACp@f@87p4yQ,True,True,True,12,2
"uG,",True,True,True,3,0
0BCuV%!HeFLz5,True,True,True,13,2
|6b-B,True,True,True,5,0
hUPP7ib}F-$p.CF|,True,True,True,16,2
_}*bbRd*pHz,True,True,True,11,2
JBsE,True,True,False,4,0
".m,iCa,HRUh",True,True,True,11,2
e./m0u@,True,False,True,7,1
iucH;n{,True,True,True,7,1
vKh?49(,True,True,True,7,1
YGs:@4<Dk,True,True,True,9,2
*8h*O8ps(V,True,True,True,10,2
M>lB7`&p},True,True,True,9,2
S%Y-I.n,True,True,True,7,1
:2vgqn&GFRR$u,True,True,True,13,2
^Lg,True,True,True,3,0
]~:,False,False,True,3,0
4L(h_n,True,True,True,6,1
"Wr""V7C",True,True,True,6,1
h`iR2t`6()=<*i,True,True,True,14,2
zjW,True,True,False,3,0
=A/fE;,True,True,True,6,1
ml?p|<+~(,True,False,True,9,1
F`yriv,True,True,True,6,1
%{[eXc[w2p+5Do#,True,True,True,15,2
D}J)CpY,True,True,True,7,1
"[W]HM{>/""K?/""2",False,True,True,14,1
WxIdp,True,True,False,5,0
huJN,True,True,False,4,0
l%u!:73Y(,True,True,True,9,2
HeVPCv2,True,True,False,7,1
"u12y<\""PB*v97a",True,True,True,14,2
N~<U2n_O/`M~#\g,True,True,True,15,2
[HN,False,True,True,3,0
S+},False,True,True,3,0
_[vVvvrPl,True,True,True,9,2
2!:?u3KwBWy:g1^,True,True,True,15,2
BZE*w7WCL4{!,True,True,True,12,2
`Tf\M:HpgxUC!c,True,True,True,14,2
SPt,True,True,False,3,0
"R=,z}!o<",True,True,True,8,2
Nqnhpt,True,True,False,6,1
"+WPn,)~.<",True,True,True,9,2
~m?BEX>Ha-fb+y,True,True,True,14,2
\\rM1#~g9j7'Mkig,True,True,True,16,2
%*2}n;C,True,True,True,7,1
\7J;jtlL-1~%,True,True,True,12,2
eKw,True,True,False,3,0
FM%[,False,True,True,4,0
t]?YSsqD;r5u?l,True,True,True,14,2
7vP0Hc,True,True,False,6,1
"(`FJaV\""qZA""#i9",True,True,True,15,2
z@WING(],True,True,True,8,2
0^&,False,False,True,3,0
|tNqh26\^'k,True,True,True,11,2
kN=pA,True,True,True,5,0
Hc=./)`,True,True,True,7,1
Jy+4X*L7PvDMG<,True,True,True,14,2
P5c'NgKr@,True,True,True,9,2
"c<,>;fs",True,False,True,7,1
i[[6X.`|,True,True,True,8,2
w{v,True,False,True,3,0
Yv^yNy@myE=[,True,True,True,12,2
UX?w%<],True,True,True,7,1
|`{?`b&CA<MnNF!,True,True,True,15,2
`q+mOz!dn!P,True,True,True,11,2
0Dw$,True,True,True,4,0
LzR`qv_GL{d,True,True,True,11,2
fBV4Vj|q,True,True,True,8,2
OP5MB??,False,True,True,7,1
28A^2hY:,True,True,True,8,2
Na'J.Nz1K]Qu,True,True,True,12,2
jMB),True,True,True,4,0
7hXJ0sW%,True,True,True,8,2
d5t'Qsft,True,True,True,8,2
\HIQ1cd^bB_o,True,True,True,12,2
vxld5v*,True,False,True,7,1
CvTX(w+d_9VM6M,True,True,True,14,2
%iJj]TG3DYVlrd-x,True,True,True,16,2
U9t>!62B]aN0-bjr,True,True,True,16,2
b}c,True,False,True,3,0
Xbk\*wZml<,True,True,True,10,2
mS/Mk),True,True,True,6,1
`swA{)ZQF$s,True,True,True,11,2
~}0F>Y-tZ%c~,True,True,True,12,2
"""9uj4H]>JJmt1{",True,True,True,14,2
QRap/:d3^|OvK?P,True,True,True,15,2
88>,False,False,True,3,0
'@3Q^IVO@,False,True,True,9,1
"U,]10/rI+oVR",True,True,True,12,2
mi$lia,True,False,True,6,1
KQgPazLZn~\,True,True,True,11,2
*urU~?,True,True,True,6,1
Xt#t{|Rm:T@,True,True,True,11,2
~7b$g3;B}KL<[,True,True,True,13,2
%or*=_u^'^dUxMz,True,True,True,15,2
"`}|$QU"">g",True,True,True,9,2
~[te,True,False,True,4,0
UTuxX['>dc),True,True,True,11,2
!&Q#~Y||<ZV,False,True,True,11,1
!e8w@,True,False,True,5,0
TUvQ\=5PphIN,True,True,True,12,2
8cNd}vL,True,True,True,7,1
Qa)N,True,True,True,4,0
]6_O\C}Urg\,True,True,True,11,2
g_|?KLp.J,True,True,True,9,2
i.`Xv)wh#9{TMBw,True,True,True,15,2
39IrEa,True,True,False,6,1
7%0>-VlNV6,True,True,True,10,2
\)nc'DQoPEU,True,True,True,11,2
KK}:X(k)G2yLx5,True,True,True,14,2
"-uEHU(M,fQ~w+s",True,True,True,14,2
"pt+\!B""MfSIL@",True,True,True,13,2
nQgdC^p'QwSON+,True,True,True,14,2
3nW\rR,True,True,True,6,1
"s-F$R,pACu",True,True,True,10,2
/5dEvM^V;sN\,True,True,True,12,2
-_k@CI,True,True,True,6,1
"9}Mj,uy7^z(4UDZX",True,True,True,16,2
DoiK/,True,True,True,5,0
-V{P,False,True,True,4,0
H]($I,False,True,True,5,0
0PG,False,True,False,3,0
NDQ7q,True,True,False,5,0
&C*x$F|d'{M:,True,True,True,12,2
GX<f&I,True,True,True,6,1
K-2WMHunE?S,True,True,True,11,2
d&qRZ[qx&Op,True,True,True,11,2
"nIwu)t""ctz;yE-C",True,True,True,15,2
*lzNVh\F3.7),True,True,True,12,2
/-&E,False,True,True,4,0
"FN?i~X9""zrhz})ko",True,True,True,16,2
Rv0#O,True,True,True,5,0
D;_TH2t,True,True,True,7,1
PG+IeM>TY:gO*,True,True,True,13,2
qu~3m2*%,True,False,True,8,1
"rNX?1L%>GE5}v6""L",True,True,True,16,2
|7892>{,False,False,True,7,1
C%JubF%,True,True,True,7,1
oeJ5,True,True,False,4,0
"h^6,:{]WH>47Gz/~",True,True,True,16,2
:TD9,False,True,True,4,0
F~bHq;y_%a{,True,True,True,11,2
"r3/""w+rnCa<}y",True,True,True,13,2
I;'b,True,True,True,4,0
\<\14j5h1ps<Ki,True,True,True,14,2
:T{p>NNowj4cP,True,True,True,13,2
"_SLfax0\t""",True,True,True,10,2
PyHw4\,True,True,True,6,1
(ro5h,True,False,True,5,0
p8B/\)UK,True,True,True,8,2
zdcH<,True,True,True,5,0
a]w;\Jxa5PI,True,True,True,11,2
""",Kny@",True,True,True,6,1
KTnBdzxG[,True,True,True,9,2
vW-xo,True,True,True,5,0
"wHe;=%*%S2,$A`",True,True,True,14,2
iqRnDSWJ(,True,True,True,9,2
X0M%q-JR>mIm,True,True,True,12,2
/jY}oVEO,True,True,True,8,2
~F7r2!J,True,True,True,7,1
WR;Vce,True,True,True,6,1
"rG/G}""%_3C",True,True,True,10,2
gkurht,True,False,False,6,1
]3+8#nR&Rw,True,True,True,10,2
fU<'6V,True,True,True,6,1
"V43VOazp.6rK~H""",True,True,True,15,2
_yL*[mP,True,True,True,7,1
18E:w6,True,True,True,6,1
r8<5}d10&#,True,False,True,10,1
"tpRJyl%J(,ZQ",True,True,True,12,2
7eSOez!,True,True,True,7,1
yB?<fDd=Mzbor9,True,True,True,14,2
"*|IhuNT,b4&`)6",True,True,True,14,2
",]VSD",False,True,True,5,0
6b!=M\F;KR?cK,True,True,True,13,2
m*b\}_b*~|OaI((,True,True,True,15,2
iMzJO-H/^|m<&,True,True,True,13,2
"g;f).-QSVr\S""\",True,True,True,14,2
<~^N8c~etz?>Ch,True,True,True,14,2
/|k`*56EU39*Y,True,True,True,13,2
"+^,wIlVOA",True,True,True,9,2
&6MKEO|38&:#,False,True,True,12,1
Ua0sG,True,True,False,5,0
!+@<s+>Bn[h>=w,True,True,True,14,2
VY;P:|,False,True,True,6,1
o>m,True,False,True,3,0
x{hT,True,True,True,4,0
BiY],True,True,True,4,0
HgXl,True,True,False,4,0
",!u108ZuVQ;bN@Zj",True,True,True,16,2
$Ok1L5(,True,True,True,7,1
pkm'=QXYKcevu,True,True,True,13,2
)bt,True,False,True,3,0
G<@t=Tw)9cL,True,True,True,11,2
gM:8-^l*3_ZW,True,True,True,12,2
h%lm)zb?,True,False,True,8,1
ginwC,True,True,False,5,0
ynUy;B[[|`AP',True,True,True,13,2
YL#>MPqro,True,True,True,9,2
2QDEyml,True,True,False,7,1
~aw=Mkq*,True,True,True,8,2
]BCf3r%]V,True,True,True,9,2
y~q1,True,False,True,4,0
|1YEZz(,True,True,True,7,1
jZZ:cM&&XT&*k~Wg,True,True,True,16,2
nK4,True,True,False,3,0
"""GfIO#-",True,True,True,7,1
i5*aIw,True,True,True,6,1
_G@R?Sl,True,True,True,7,1
SbB]g\z~y^^*d,True,True,True,13,2
^B|OV\>_9@OJ,False,True,True,12,1
W\N=l|2\.X'u7t19,True,True,True,16,2
zZr#<V[d/(NN),True,True,True,13,2
8.ct4+2alUG,True,True,True,11,2
m^}d>:2?_O*s4CW7,True,True,True,16,2
cvZ=#L,True,True,True,6,1
F(YP)xZA)$,True,True,True,10,2
r(//:sq+,True,False,True,8,1
J=*u5:lOU3BX8dzP,True,True,True,16,2
?ec5:]S5D,True,True,True,9,2
:CZ4,False,True,True,4,0
E^/IB],False,True,True,6,1
u3uNw,True,True,False,5,0
@S+cjDN]#C,True,True,True,10,2
"n%L@&,KO~+<?",True,True,True,12,2
lOz%@~U>\KSR.p,True,True,True,14,2
/~3-<5dj$AQ,True,True,True,11,2
|v9&(+aqwEX2`)]f,True,True,True,16,2
4X#29T5^L6G=(7'O,False,True,True,16,1
t:),True,False,True,3,0
?D'4I}`=V,False,True,True,9,1
"""`yrNKE*as6lsCF",True,True,True,15,2
)QH8K:L:mX?,True,True,True,11,2
8!UE9,False,True,True,5,0
L_GLv^%{l{0*g5,True,True,True,14,2
4+9YW@^cjy,True,True,True,10,2
KdA,True,True,False,3,0
5$=Mn#,True,True,True,6,1
"q),ozLy!8$EMTq'",True,True,True,15,2
)pWic+Iu(,True,True,True,9,2
ger,True,False,False,3,0
"`{8""Q=aRh",True,True,True,9,2
>/[HKfJ,True,True,True,7,1
kia3B/2qyv-,True,True,True,11,2
oH[,True,True,True,3,0
L&{M`F@jYvE\Y~,True,True,True,14,2
#$Pi%o@jH6y>,True,True,True,12,2
>ZfNb^,True,True,True,6,1
"SW3J""T:%e9M$",True,True,True,12,2
2iN|,True,True,True,4,0
]s`8,True,False,True,4,0
z9J/L@#~;9.i,True,True,True,12,2
sR&,True,True,True,3,0
",D|d&@>euH51[",True,True,True,13,2
{x`Wv~FA,True,True,True,8,2
[9XGd0!p,True,True,True,8,2
VT!,False,True,True,3,0
>n=,True,False,True,3,0
"|H,dj0H",True,True,True,7,1
ef.5s&C)T,True,True,True,9,2
"fF9F6""wB#3n]d",True,True,True,13,2
3#pQ^;e[KLjb41(,True,True,True,15,2
`l*9#HCK%,True,True,True,9,2
kRe5UFbR1t-nf~,True,True,True,14,2
tkP]@,True,True,True,5,0
Xb@Jo}Wy]'#4Pen,True,True,True,15,2
"""Jl@&#h%S",True,True,True,9,2
\+O4[,False,True,True,5,0
"I1m""""h@$[e~",True,True,True,11,2
S#jyz;6~u)He^4,True,True,True,14,2
Wd.p3,True,True,True,5,0
":w\x,8/@fl?}'.1",True,False,True,15,1
%0g#|>,True,False,True,6,1
&+gzFjEy84z,True,True,True,11,2
BGgy{UVV,True,True,True,8,2
HhTE+;32nUV(&l,True,True,True,14,2
~xcApw&P,True,True,True,8,2
>+pSuo;Ek,True,True,True,9,2
uR05+T<)Hm,True,True,True,10,2
"?Wv&""_`,LhGh",True,True,True,12,2
/!\gd<,True,False,True,6,1
"fV""FWAw",True,True,True,7,1
"xd""/2=IjSw7G^Q2",True,True,True,15,2
!x2pA6bO,True,True,True,8,2
>$d*r-}}bho]|,True,False,True,13,1
%?w5sxh8,True,False,True,8,1
]URpqF<^K,True,True,True,9,2
M.-!:4(MSwPx[{[,True,True,True,15,2
Pz*,True,True,True,3,0
o.!H9_:ADX'UN\&i,True,True,True,16,2
)V`I&q&5,True,True,True,8,2
"K5t1}&xNT[,",True,True,True,11,2
OR)iiGpr,True,True,True,8,2
>7b}E$uvN!>[r,True,True,True,13,2
'~},False,False,True,3,0
s^nce,True,False,True,5,0
(siE)\JF$l,True,True,True,10,2
A.R$,False,True,True,4,0
D{gH}+c|}SO[O,True,True,True,13,2
J5[d~p`S3hh5Z,True,True,True,13,2
yn*Y[m,True,True,True,6,1
y#!n2,True,False,True,5,0
;:)qq0XXc{j,True,True,True,11,2
5N.;,False,True,True,4,0
X486wept\|O=H|P,True,True,True,15,2
5)%@dJ|4,True,True,True,8,2
9C/B0-~,False,True,True,7,1
`G\l{c@V8O+K1B8.,True,True,True,16,2
5e|,True,False,True,3,0
JI_Ld},True,True,True,6,1
yQ!w,True,True,True,4,0
"p""~*x#_'",True,False,True,8,1
-0!,False,False,True,3,0
)c]+np{M|N24o`,True,True,True,14,2
esH}!U,True,True,True,6,1
SlMBNY},True,True,True,7,1
MJ>r{_nIu,True,True,True,9,2
"Nf""g5lu,E*zg#zy",True,True,True,15,2
We?^N~;d]eXa|,True,True,True,13,2
j[v=,True,False,True,4,0
`*/>HGe$-lswC,True,True,True,13,2
0T!U,False,True,True,4,0
&O$w],True,True,True,5,0
<;ocP,True,True,True,5,0
"""iV.",True,True,True,4,0
o)HjH_svh,True,True,True,9,2
;8]{MTGYA|,False,True,True,10,1
r=`BaR$7,True,True,True,8,2
4GJ,False,True,False,3,0
Wi}}$h,True,True,True,6,1
8$g,True,False,True,3,0
!#Jf,True,True,True,4,0
F>;Rs%@,True,True,True,7,1
"{<h?e(01#i,",True,False,True,11,1
~Oy\~SIF,True,True,True,8,2
n)tPn65YzyB9+F%,True,True,True,15,2
ieixM!hBEIS5dn,True,True,True,14,2
9yZa({_e,True,True,True,8,2
|u/&9LISY,True,True,True,9,2
XO~{a,True,True,True,5,0
"m""Sk%qu8x;91",True,True,True,12,2
0%ya%K,True,True,True,6,1
"L<OJAC,r",True,True,True,8,2
2\BCrS'pVS.,True,True,True,11,2
